"LookupType","LookupCode","Meaning","Description","Tag","LegislationCode"
"HRX_AE_OCCUPATIONS","7331025","Animal slaughterer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1514091","Announcer-Obsolete",,,
"HRX_AE_OCCUPATIONS","8221103","Antenna installation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","1413011","Anthropologist - general-Obsolete",,,
"HRX_AE_OCCUPATIONS","1421321","Anthropology professor-Obsolete",,,
"HRX_AE_OCCUPATIONS","1223041","Apiculture specialist-Obsolete",,,
"HRX_AE_OCCUPATIONS","2223052","Apiculture technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","1133292","Application support officer assistance-Obsolete",,,
"HRX_AE_OCCUPATIONS","1133291","Application support officer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1132031","Applied mathematician-Obsolete",,,
"HRX_AE_OCCUPATIONS","1131021","Applied statistician-Obsolete",,,
"HRX_AE_OCCUPATIONS","4123023","Appraiser or assessor-Obsolete",,,
"HRX_AE_OCCUPATIONS","1121031","Aquatic animals biologist-Obsolete",,,
"HRX_AE_OCCUPATIONS","5124045","Arabic coffee maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","5122034","Arabic food cook-Obsolete",,,
"HRX_AE_OCCUPATIONS","2422022","Arabic teacher - primary or intermediate-Obsolete",,,
"HRX_AE_OCCUPATIONS","1512011","Archaeologist - digging-Obsolete",,,
"HRX_AE_OCCUPATIONS","1512021","Archaeologist - restoration-Obsolete",,,
"HRX_AE_OCCUPATIONS","1421401","Archaeology professor-Obsolete",,,
"HRX_AE_OCCUPATIONS","1432011","Archbishop-Obsolete",,,
"HRX_AE_OCCUPATIONS","1211011","Architect-Obsolete",,,
"HRX_AE_OCCUPATIONS","2211012","Architecture draftsman-Obsolete",,,
"HRX_AE_OCCUPATIONS","2211022","Architecture model maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","1421121","Architecture professor-Obsolete",,,
"HRX_AE_OCCUPATIONS","3121024","Archive Writer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1513041","Archivist-Obsolete",,,
"HRX_AE_OCCUPATIONS","111030","Area head-Obsolete",,,
"HRX_AE_OCCUPATIONS","111029","Area manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","1523091","Art critic-Obsolete",,,
"HRX_AE_OCCUPATIONS","4225034","Artificial flower maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","4225023","Artificial flowers sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","2311072","Artificial limbs technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","1523101","Artist-Obsolete",,,
"HRX_AE_OCCUPATIONS","4221035","Arts sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","2422092","Arts teacher - primary or intermediate-Obsolete",,,
"HRX_AE_OCCUPATIONS","1422131","Arts teacher - secondary-Obsolete",,,
"HRX_AE_OCCUPATIONS","8421035","Asphalt heater operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8421024","Asphalt mixer operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8421013","Asphalt mixtures controller-Obsolete",,,
"HRX_AE_OCCUPATIONS","8412105","Asphalt roofing worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8143085","Asphalt spreader driver-Obsolete",,,
"HRX_AE_OCCUPATIONS","1622013","Assistant accountant-Obsolete",,,
"HRX_AE_OCCUPATIONS","3001094","Assistant administrative officer-Obsolete",,,
"HRX_AE_OCCUPATIONS","3001096","Assistant administrative superintendent-Obsolete",,,
"HRX_AE_OCCUPATIONS","8154083","Assistant aircraft mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","2312074","Assistant ambulance attendant-Obsolete",,,
"HRX_AE_OCCUPATIONS","5321019","Assistant cargo supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311002","Assistant carpenter-Obsolete",,,
"HRX_AE_OCCUPATIONS","5150045","Assistant check-in supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","2212051","Assistant civil work supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","5132017","Assistant cleaning supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8410015","Assistant construction foreman-Obsolete",,,
"HRX_AE_OCCUPATIONS","213152","Assistant contracts and systems manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","1612051","Assistant credit manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","5150051","Assistant departures supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","2231025","Assistant dispatcher-Obsolete",,,
"HRX_AE_OCCUPATIONS","5132020","Assistant domestic supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","213132","Assistant duty manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","8210002","Assistant electrician-Obsolete",,,
"HRX_AE_OCCUPATIONS","8221005","Assistant engineer - customer service-Obsolete",,,
"HRX_AE_OCCUPATIONS","8532071","Assistant engineer - external works-Obsolete",,,
"HRX_AE_OCCUPATIONS","1210003","Assistant engineer-Obsolete",,,
"HRX_AE_OCCUPATIONS","9000002","Assistant forecasting supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","111033","Assistant general manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","2312057","Assistant head of nursing-Obsolete",,,
"HRX_AE_OCCUPATIONS","7410054","Assistant laborer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1513033","Assistant librarian-Obsolete",,,
"HRX_AE_OCCUPATIONS","5321045","Assistant load supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","7410071","Assistant machines operator supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8122012","Assistant maintenance foreman-Obsolete",,,
"HRX_AE_OCCUPATIONS","111091","Assistant manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","111093","Assistant managing director-Obsolete",,,
"HRX_AE_OCCUPATIONS","5150025","Assistant manger passenger services-Obsolete",,,
"HRX_AE_OCCUPATIONS","213022","Assistant marketing manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","8110015","Assistant metal worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","211022","Assistant operations manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","5221111","Assistant security in charge-Obsolete",,,
"HRX_AE_OCCUPATIONS","3125022","Assistant sports field in charge-Obsolete",,,
"HRX_AE_OCCUPATIONS","124071","Assistant station manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","3125018","Assistant store helper-Obsolete",,,
"HRX_AE_OCCUPATIONS","5150021","Assistant supervisor passenger services-Obsolete",,,
"HRX_AE_OCCUPATIONS","2422102","Assistant teacher-Obsolete",,,
"HRX_AE_OCCUPATIONS","8151107","Assistant tire repairer-Obsolete",,,
"HRX_AE_OCCUPATIONS","111100","Assistant to the head of section-Obsolete",,,
"HRX_AE_OCCUPATIONS","111010","Assistant undersecretary department-Obsolete",,,
"HRX_AE_OCCUPATIONS","5344051","Assistant-Obsolete",,,
"HRX_AE_OCCUPATIONS","1000011","Association consultant-Obsolete",,,
"HRX_AE_OCCUPATIONS","134011","Association director-Obsolete",,,
"HRX_AE_OCCUPATIONS","2114022","Astrology maps draftsman-Obsolete",,,
"HRX_AE_OCCUPATIONS","2114012","Astrology observation technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","1421041","Astronomy professor-Obsolete",,,
"HRX_AE_OCCUPATIONS","3124033","Attendance clerk-Obsolete",,,
"HRX_AE_OCCUPATIONS","4113044","Auction broker-Obsolete",,,
"HRX_AE_OCCUPATIONS","4113043","Auctioneer-Obsolete",,,
"HRX_AE_OCCUPATIONS","2112101","Audiology technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","213201","Audit manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","2621022","Auditing clerk-Obsolete",,,
"HRX_AE_OCCUPATIONS","1622031","Auditor-Obsolete",,,
"HRX_AE_OCCUPATIONS","9100021","Authorized Ambassador-Obsolete",,,
"HRX_AE_OCCUPATIONS","8116105","Automatic welding machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8151285","Automobile balancing laborer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1421271","Auxiliary medical school professor-Obsolete",,,
"HRX_AE_OCCUPATIONS","1231021","Aviation guiding officer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1223031","Aviculture specialist-Obsolete",,,
"HRX_AE_OCCUPATIONS","2223022","Aviculture technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","5132095","Babysitter-Obsolete",,,
"HRX_AE_OCCUPATIONS","1123031","Bacteriologist-Obsolete",,,
"HRX_AE_OCCUPATIONS","2123022","Bacteriology lab technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","5150065","Baggage services officer-Obsolete",,,
"HRX_AE_OCCUPATIONS","5150069","Baggage services supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","4212105","Bags sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","7313013","Baker - general-Obsolete",,,
"HRX_AE_OCCUPATIONS","5121025","Baker-Obsolete",,,
"HRX_AE_OCCUPATIONS","4211085","Bakery product sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","5121045","Bakery worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","1525501","Ball player-Obsolete",,,
"HRX_AE_OCCUPATIONS","1522051","Band conductor-Obsolete",,,
"HRX_AE_OCCUPATIONS","7111015","Band saw operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","3211013","Bank Clerk-Obsolete",,,
"HRX_AE_OCCUPATIONS","2622012","Bank notes and money changer-Obsolete",,,
"HRX_AE_OCCUPATIONS","3212014","Bank notes counting clerk-Obsolete",,,
"HRX_AE_OCCUPATIONS","2611012","Bank notes technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","3001072","Bank officer-Obsolete",,,
"HRX_AE_OCCUPATIONS","2622022","Bank teller-Obsolete",,,
"HRX_AE_OCCUPATIONS","3211015","Banker-Obsolete",,,
"HRX_AE_OCCUPATIONS","213071","Banking operations manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","1621101","Banks inspector-Obsolete",,,
"HRX_AE_OCCUPATIONS","5111014","Barber-Obsolete",,,
"HRX_AE_OCCUPATIONS","7323045","Barley dryer-Obsolete",,,
"HRX_AE_OCCUPATIONS","7323035","Barley water growing worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","5124013","Bartender-Obsolete",,,
"HRX_AE_OCCUPATIONS","5112013","Beautician - general-Obsolete",,,
"HRX_AE_OCCUPATIONS","2423095","Beauty and coiffure instructor-Obsolete",,,
"HRX_AE_OCCUPATIONS","5112011","Beauty consultant-Obsolete",,,
"HRX_AE_OCCUPATIONS","6123014","Beekeeper-Obsolete",,,
"HRX_AE_OCCUPATIONS","7315045","Beet carbonizer operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7315035","Beet milling press machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7111035","Bench saw operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7323075","Beverage distiller-Obsolete",,,
"HRX_AE_OCCUPATIONS","7323085","Beverage dripper-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316075","Beverage fermentation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7323065","Beverage maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8514035","Bicycle assembler-Obsolete",,,
"HRX_AE_OCCUPATIONS","8151245","Bicycle mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","4333025","Bicycle sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","1121061","Biochemist-Obsolete",,,
"HRX_AE_OCCUPATIONS","9250091","Biology expert-Obsolete",,,
"HRX_AE_OCCUPATIONS","2121012","Biology laboratory technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","1422081","Biology teacher - secondary-Obsolete",,,
"HRX_AE_OCCUPATIONS","1121071","Biophysicist-Obsolete",,,
"HRX_AE_OCCUPATIONS","3111034","Births registrar-Obsolete",,,
"HRX_AE_OCCUPATIONS","7313075","Biscuit maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","1432051","Bishop-Obsolete",,,
"HRX_AE_OCCUPATIONS","8111105","Blacksmith-Obsolete",,,
"HRX_AE_OCCUPATIONS","7133145","Blanket loom operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7212075","Blast furnace man-Obsolete",,,
"HRX_AE_OCCUPATIONS","7211045","Blasting worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8411245","Block maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7141025","Block printer-Obsolete",,,
"HRX_AE_OCCUPATIONS","2316022","Blood bank laboratory technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","2312063","Blood laboratory technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","2311052","Blood transfusion nurse-Obsolete",,,
"HRX_AE_OCCUPATIONS","8141085","Boat driver-Obsolete",,,
"HRX_AE_OCCUPATIONS","8153044","Boat mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311144","Boat woodworker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311145","Boats designer-Obsolete",,,
"HRX_AE_OCCUPATIONS","4332033","Boats sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","5112045","Body masseur-Obsolete",,,
"HRX_AE_OCCUPATIONS","1215181","Boiler engineer-Obsolete",,,
"HRX_AE_OCCUPATIONS","8331045","Boiler insulation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8133045","Boiler maintenance mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","7222012","Boiler operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7143095","Book embosser - manual-Obsolete",,,
"HRX_AE_OCCUPATIONS","7143105","Book embossing machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7143014","Bookbinder - general-Obsolete",,,
"HRX_AE_OCCUPATIONS","7143085","Bookbinder-Obsolete",,,
"HRX_AE_OCCUPATIONS","7143025","Bookbinding machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","4231014","Books sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311115","Boring and milling machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","1421071","Botany professor-Obsolete",,,
"HRX_AE_OCCUPATIONS","5123035","Bottle washer-Obsolete",,,
"HRX_AE_OCCUPATIONS","7331055","Bowels and limbs cleaner-Obsolete",,,
"HRX_AE_OCCUPATIONS","1525221","Bowling coach-Obsolete",,,
"HRX_AE_OCCUPATIONS","7131125","Braiding machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8151064","Brakes mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","111009","Branch manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","111161","Branch supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","7313025","Bread baker - wood oven-Obsolete",,,
"HRX_AE_OCCUPATIONS","7313095","Bread machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7101153","Bread products industry supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","7313085","Bread turner-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316035","Bread yeast dryer operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316055","Bread yeast filtering man-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316085","Bread yeast packaging and packing worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316025","Bread yeast plant operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316045","Bread yeast separating machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7316065","Brewer's yeast maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7154025","Brick cutter operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8312044","Brick edge carpenter-Obsolete",,,
"HRX_AE_OCCUPATIONS","7154035","Brick kiln operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7154015","Brick press operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8411085","Brickmason assistant-Obsolete",,,
"HRX_AE_OCCUPATIONS","8411075","Brickmason-Obsolete",,,
"HRX_AE_OCCUPATIONS","9200041","Brigadier-Obsolete",,,
"HRX_AE_OCCUPATIONS","133021","Broadcast station director-Obsolete",,,
"HRX_AE_OCCUPATIONS","8412125","Building cleaner - exterior-Obsolete",,,
"HRX_AE_OCCUPATIONS","2212032","Building construction technician or controller-Obsolete",,,
"HRX_AE_OCCUPATIONS","8331025","Building humidity insulation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8331015","Building insulation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8410001","Building maintenance - formal-Obsolete",,,
"HRX_AE_OCCUPATIONS","8410005","Building maintenance controller-Obsolete",,,
"HRX_AE_OCCUPATIONS","4321055","Building materials sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","8410045","Building supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8411234","Buildings demolition worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","2212052","Buildings surveyor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8143034","Bulldozer driver-Obsolete",,,
"HRX_AE_OCCUPATIONS","8411095","Burned brickmason-Obsolete",,,
"HRX_AE_OCCUPATIONS","8141024","Bus driver-Obsolete",,,
"HRX_AE_OCCUPATIONS","1612061","Business consultant-Obsolete",,,
"HRX_AE_OCCUPATIONS","9800041","Business person-Obsolete",,,
"HRX_AE_OCCUPATIONS","4131013","Business travel consultant-Obsolete",,,
"HRX_AE_OCCUPATIONS","4131005","Business travel manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","9800601","Business-Obsolete",,,
"HRX_AE_OCCUPATIONS","9800611","Businessman-Obsolete",,,
"HRX_AE_OCCUPATIONS","7331014","Butcher - general-Obsolete",,,
"HRX_AE_OCCUPATIONS","4211055","Butcher-Obsolete",,,
"HRX_AE_OCCUPATIONS","7333055","Butter maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7136065","Button fixing worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7136054","Buttonhole maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8220009","Cable jointer-Obsolete",,,
"HRX_AE_OCCUPATIONS","9200111","Cadet-Obsolete",,,
"HRX_AE_OCCUPATIONS","8224033","Calculator electronics maintenance specialist-Obsolete",,,
"HRX_AE_OCCUPATIONS","4312044","Calculators sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","1426101","Calendar technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","7112095","Calender operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","6121004","Camel man-Obsolete",,,
"HRX_AE_OCCUPATIONS","8512015","Camera assembler-Obsolete",,,
"HRX_AE_OCCUPATIONS","4223024","Cameras sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311044","Cane furniture maker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8143114","Cantilever crane operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","9200081","Captain-Obsolete",,,
"HRX_AE_OCCUPATIONS","8131045","Car air conditioning mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","8214035","Car electrician assistant-Obsolete",,,
"HRX_AE_OCCUPATIONS","3223043","Car rental clerk-Obsolete",,,
"HRX_AE_OCCUPATIONS","5132115","Car washer-Obsolete",,,
"HRX_AE_OCCUPATIONS","7112125","Cardboard boxes machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","1301061","Cardiac specialist doctor-Obsolete",,,
"HRX_AE_OCCUPATIONS","7131055","Carding machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","4121033","Cargo insurance agent-Obsolete",,,
"HRX_AE_OCCUPATIONS","5321011","Cargo maintenance foreman-Obsolete",,,
"HRX_AE_OCCUPATIONS","5321020","Cargo officer-Obsolete",,,
"HRX_AE_OCCUPATIONS","1234021","Cargo ship captain-Obsolete",,,
"HRX_AE_OCCUPATIONS","5321018","Cargo supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","1521021","Caricaturist-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311003","Carpenter foreman-Obsolete",,,
"HRX_AE_OCCUPATIONS","8311001","Carpenter-Obsolete",,,
"HRX_AE_OCCUPATIONS","4321065","Carpentry tools and supplies sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","7101113","Carpentry work supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8322035","Carpet and moquette installation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7133125","Carpet loom operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","4334013","Cars - new spare parts sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","4334045","Cars - spare parts storekeeper-Obsolete",,,
"HRX_AE_OCCUPATIONS","4334024","Cars - used spare parts sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","1521031","Cartoonist-Obsolete",,,
"HRX_AE_OCCUPATIONS","7144075","Carving machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","3211093","Cash desk clerk-Obsolete",,,
"HRX_AE_OCCUPATIONS","3211101","Cashier supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","3211103","Cashier-Obsolete",,,
"HRX_AE_OCCUPATIONS","2215082","Casting technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","5126015","Catering assistant-Obsolete",,,
"HRX_AE_OCCUPATIONS","213101","Catering manager-Obsolete",,,
"HRX_AE_OCCUPATIONS","5126013","Catering supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","6121024","Cattle farmer-Obsolete",,,
"HRX_AE_OCCUPATIONS","4211135","Cattle sales-Obsolete",,,
"HRX_AE_OCCUPATIONS","7112135","Cellophane bags machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7152025","Cement brick manual compression operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7152035","Cement brick mechanical compression operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7152015","Cement brick mixture preparation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7155014","Cement column pouring machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7155055","Cement column steel tenser operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7155025","Cement duct pouring machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7151135","Cement kiln operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7153025","Cement tile manual compression operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7153035","Cement tile mixture preparation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7153015","Cement tile unit operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","111131","Center head-Obsolete",,,
"HRX_AE_OCCUPATIONS","8131024","Central air conditioning equipment mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","8131065","Central air conditioning equipment operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8133001","Central air conditioning technician-Obsolete",,,
"HRX_AE_OCCUPATIONS","8221114","Central antenna installation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8411164","Central concrete mixer operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","8132045","Central cooling equipment mechanic - assistant-Obsolete",,,
"HRX_AE_OCCUPATIONS","8132024","Central cooling equipment mechanic-Obsolete",,,
"HRX_AE_OCCUPATIONS","8132055","Central cooling equipment operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","1214045","Central engineer-Obsolete",,,
"HRX_AE_OCCUPATIONS","8133024","Central heating installation worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","8133035","Central heating mechanic - assistant-Obsolete",,,
"HRX_AE_OCCUPATIONS","8133013","Central heating mechanic - general-Obsolete",,,
"HRX_AE_OCCUPATIONS","8133055","Central heating systems operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","5140013","Central services supervisor-Obsolete",,,
"HRX_AE_OCCUPATIONS","8112085","Centrifugal casting machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227075","Ceramic Roasting Oven Operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7152065","Ceramic brick kiln operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227094","Ceramic carver-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227024","Ceramic components miller-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227055","Ceramic compressor operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7155035","Ceramic duct pouring machine operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227065","Ceramic extruder operator-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227045","Ceramic molding worker-Obsolete",,,
"HRX_AE_OCCUPATIONS","7227105","Ceramic painting worker-Obsolete",,,
